,ID,Requirement,State,ASIL,Status,Failed Rule,Rationale
93,REQ-LLD-094,"When a core request is captured by routing modules, it should hit the ledger DB database layer within a split second.",InWork,ASIL-B,Review,"Rule 1, Rule 2, Rule 3","The action part violates multiple rules: 1) Uses 'should' instead of the required modal verb 'shall'. 2) Contains the vague term 'split second', which is subjective and not quantifiable. 3) The requirement is not verifiable or measurable due to the imprecise timing expression. The original rationale correctly identifies the issue with colloquial timing expressions."
94,REQ-LLD-095,"If the terminal wall socket power goes dead, the system should save everything to memory and hope it boots up fine later.",InWork,ASIL-D,Review,"Rule 1, Rule 2, Rule 3","The action part violates Rule 1 by using 'should' instead of 'shall'. It violates Rule 2 due to vague terms 'hope it boots up fine later', which are subjective and non-measurable. It also violates Rule 3 as the expectation 'boots up fine later' is not verifiable or testable. The requirement combines saving data (measurable) with an unverifiable outcome, but the primary issues stem from modal verb misuse and vagueness."
95,REQ-LLD-096,"Where brownouts happen at the physical station, the terminal should run on backup power long enough to make sure logs look good.",InWork,ASIL-D,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
96,REQ-LLD-097,"When a user hits the cancel button during PIN checks, the card slot mechanism should unlock immediately without getting jammed.",InWork,ASIL-A,Review,"Rule 1, Rule 2, Rule 3, Rule 4",The action part violates multiple rules: 1) Uses 'should' instead of mandatory 'shall'. 2) Contains vague terms 'immediately' and 'without getting jammed' which are subjective and unmeasurable. 3) The requirement is not verifiable as 'without getting jammed' is a mechanical wish rather than a testable software action. 4) Combines two distinct requirements (unlocking and jam prevention) into a single statement.
97,REQ-LLD-098,"If the user gets scared and cancels the transaction loop, the terminal system should spit their card back out gracefully.",InWork,ASIL-A,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
98,REQ-LLD-099,"When the controller application reboots after a bad crash, it must fix its broken memory states magically and start working again.",InWork,ASIL-B,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
99,REQ-LLD-100,The controller should make sure everything is okay when it wakes up from a crash so data loops look totally fine.,InWork,ASIL-B,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
100,REQ-LLD-101,The [ATM Client Terminal] internal card reader hardware driver shall parse ISO 7816 track data formats within 200 milliseconds of card insertion.,Released,ASIL-C,Passed,None,"The action part uses the required modal verb 'shall', contains no vague or subjective terms (specific standard 'ISO 7816' and measurable time '200 milliseconds'), is verifiable through timing measurements of the parsing process, and addresses a single distinct requirement (parsing speed of card data). The requirement is focused and compliant with all specified rules."
101,REQ-LLD-102,"When track data parsing completes, the [ATM Client Terminal] shall copy the primary account number (PAN) to local volatile RAM segment B1.",Released,ASIL-C,Passed,None,"The action part uses 'shall', contains specific technical terms without vagueness, is verifiable by checking the presence of PAN in RAM segment B1, and describes a single distinct action without combining multiple requirements."
102,REQ-LLD-103,"If the parsed card track data fails a Longitudinal Redundancy Check (LRC), the [ATM Client Terminal] shall flag the card format as corrupted.",Released,ASIL-C,Passed,None,"The action part uses the required modal verb 'shall', avoids vague terms (e.g., 'fails a Longitudinal Redundancy Check' and 'flag the card format as corrupted' are specific and measurable), is verifiable through system testing (e.g., checking if the flag is set when LRC fails), and does not combine multiple distinct requirements (only one action is specified)."
103,REQ-LLD-104,The [ATM Client Terminal] shall execute a dynamic display refresh loop exactly every 16 milliseconds to maintain a 60Hz UI frame rate.,Released,ASIL-A,Passed,None,"The action part uses 'shall', contains no vague terms (specifies 'exactly every 16 milliseconds' and '60Hz'), is verifiable through measurement of loop timing and frame rate, and addresses a single distinct requirement (executing the refresh loop at the specified interval)."
104,REQ-LLD-105,"While rendering font characters on the terminal screen, the LCD driver module shall apply anti-aliasing filtering curves automatically.",Released,ASIL-A,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
105,REQ-LLD-106,"When a user touches the capacitive screen panel, the sensor interface driver shall calculate the raw pixel coordinate point within 5 milliseconds.",Released,ASIL-A,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
106,REQ-LLD-107,"If the capacitive touch coordinate falls outside the active UI button bounding box, the touch input shall be discarded by the client.",Released,ASIL-A,Passed,None,"The action part uses the required modal verb 'shall', avoids vague terms, is verifiable through geometric coordinate checks against defined bounding box boundaries, and addresses a single distinct requirement without combining multiple actions."
107,REQ-LLD-108,The [ATM Client Terminal] local keypad controller shall execute an internal de-bounce delay loop of exactly 20 milliseconds per key depression.,Released,ASIL-B,Passed,None,"The action part uses the modal verb 'shall', contains no vague terms (specifies 'exactly 20 milliseconds'), is verifiable through measurement of the delay loop timing, and addresses a single distinct requirement (executing a de-bounce delay loop). The requirement is specific, measurable, and unambiguous."
108,REQ-LLD-109,"When a physical keypad button is released, the keypad encoder shall clear its internal interrupt request (IRQ) latch instantly.",Released,ASIL-B,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
109,REQ-LLD-110,The [ATM Controller] internal file system shall rotate trace log files as soon as an individual log file allocation size hits 10MB.,Released,ASIL-A,Passed,None,"The action part uses 'shall', contains no vague terms (all terms like 'rotate', 'allocation size', and '10MB' are specific and measurable), is verifiable through file size monitoring and rotation testing, and addresses a single distinct requirement without combining multiple actions."
110,REQ-LLD-111,"When log file rotation occurs, the middleware application shall compress the old text ledger file into a standard GZIP format block.",Released,ASIL-A,Passed,None,"The action part 'the middleware application shall compress the old text ledger file into a standard GZIP format block' complies with all INCOSE/ASPICE rules. It uses the modal verb 'shall', avoids vague terms (GZIP is a standardized format), is verifiable (compression can be tested), and specifies a single distinct action (compression of the file)."
111,REQ-LLD-112,"If the middleware log partition drops below 15% free space, the [ATM Controller] shall delete the oldest compressed log archive files.",Released,ASIL-A,Passed,None,"The action part uses the required modal verb 'shall', avoids vague terms (specifies '15% free space' and 'oldest compressed log archive files'), is verifiable through measurable conditions (free space threshold and file deletion), and addresses a single distinct requirement (deletion of specific files under a specific condition). The original rationale aligns with the requirement's purpose without introducing non-compliance."
112,REQ-LLD-113,The [ATM Controller] memory allocation pool shall pre-allocate 512KB of static RAM for each connection thread during initialization.,Released,ASIL-B,Passed,None,"The action part uses the required modal verb 'shall', contains no vague or subjective terms (all parameters are quantifiable: 512KB, static RAM, connection thread, initialization), is verifiable through memory allocation testing during initialization, and specifies a single distinct action without combining multiple requirements."
113,REQ-LLD-114,"When a connection thread completes execution, the [ATM Controller] garbage collector shall free the associated memory block within 10 milliseconds.",Released,ASIL-B,Passed,None,"The action part uses 'shall', contains no vague terms, is verifiable (10 milliseconds is measurable), and specifies a single distinct action. It aligns with the full requirement's context and meets all INCOSE/ASPICE criteria."
114,REQ-LLD-115,"If the [ATM Controller] garbage collection loop fails to reclaim a memory pointer, the system shall flag a Leak Warning code.",Released,ASIL-B,Review,Rule 3,"The action part 'flag a Leak Warning code' is not verifiable and measurable because the specific 'Leak Warning code' identifier (e.g., error number, code value) is not defined in the requirement. Without explicit criteria or a reference to a defined code, it cannot be objectively confirmed whether the system complies with this action."
115,REQ-LLD-116,The [ATM Client Terminal] internal proximity sensor shall scan for physical obstacles within a 1-meter radius every 500 milliseconds.,Released,ASIL-A,Review,Rule 2,"The term 'physical obstacles' is vague and subjective. The requirement does not define what constitutes a 'physical obstacle' (e.g., size, material, or type of object), making it unverifiable and ambiguous. A measurable definition (e.g., 'objects with a diameter greater than 5 cm' or 'any solid object within the detection range') would be required to comply with Rule 2."
116,REQ-LLD-117,"When the proximity sensor reads zero obstacles for 5 consecutive minutes, the client shall step down the LCD backlight to low-power sleep mode.",Released,ASIL-A,Passed,None,"The action part correctly uses the modal verb 'shall', avoids vague terms, is verifiable through measurable conditions (5 consecutive minutes of zero obstacles), and specifies a single distinct action (stepping down LCD backlight to low-power sleep mode). The requirement is self-contained and compliant with INCOSE/ASPICE standards."
117,REQ-LLD-118,"When an obstacle is detected while the LCD is in sleep mode, the client shall instantly ramp up the backlight array to 100% luminance.",Released,ASIL-A,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
118,REQ-LLD-119,The [ATM Client Terminal] physical receipt printer driver shall monitor the internal paper roll carriage feed sensor continuously.,Released,ASIL-A,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
119,REQ-LLD-120,"If the paper roll feed sensor detects a paper out state, the receipt printer driver shall assert an internal PRINTER_DRY flag line.",Released,ASIL-A,Passed,None,"The action part uses the required modal verb 'shall', avoids vague terms (e.g., 'detects a paper out state' and 'assert an internal PRINTER_DRY flag line' are specific and measurable), is verifiable through sensor detection and flag assertion, and contains only a single distinct requirement without combining multiple actions."
120,REQ-LLD-121,"While the PRINTER_DRY flag line is asserted, the client terminal configuration shall hide the print optional receipt checkbox from the UI.",Released,ASIL-A,Passed,None,"The action part uses 'shall', contains no vague terms, is verifiable (can be tested by asserting PRINTER_DRY and checking UI visibility), and addresses a single requirement (hiding the checkbox when the flag is asserted)."
121,REQ-LLD-122,The [ATM Client Terminal] thermal receipt print head shall limit its local heating pulse width duration to a maximum of 1.2 milliseconds per line.,Released,ASIL-A,Passed,None,"The action part uses 'shall' as required, contains no vague terms (specific measurement '1.2 milliseconds per line' is objective), is verifiable through measurement of pulse width duration, and addresses a single distinct requirement without combining multiple actions."
122,REQ-LLD-123,"When a print sequence terminates, the paper cutter motor relay shall trigger a full scissor sweep across the paper lane within 100 milliseconds.",Released,ASIL-A,Passed,None,"The action part uses the modal verb 'shall', avoids vague terms (assuming 'full scissor sweep' and 'paper lane' are defined system terms), specifies a measurable time constraint (100 milliseconds), and describes a single distinct action (triggering the sweep). The requirement is verifiable through timing measurements relative to the print sequence termination event."
123,REQ-LLD-124,The [ATM Controller] internal network interface card driver shall process TCP socket connection keep-alive pings exactly every 10 seconds.,Released,ASIL-B,Passed,None,"The action part uses 'shall' (Rule 1), contains no vague terms (Rule 2), is verifiable through measurement of the 10-second interval (Rule 3), and addresses a single distinct action (Rule 4). The requirement specifies a precise, measurable behavior without ambiguity."
124,REQ-LLD-125,"If a keep-alive ping response is not captured within 3 seconds, the network driver shall flag the socket as DISCONNECTED.",Released,ASIL-B,Passed,None,"The action part 'the network driver shall flag the socket as DISCONNECTED' complies with all INCOSE/ASPICE rules. It uses 'shall' (Rule 1), avoids vague terms (Rule 2), is verifiable through socket state checks (Rule 3), and describes a single distinct action (Rule 4). The original rationale's use of 'quickly' does not affect the action part's compliance."
125,REQ-LLD-126,"When a network socket flags a DISCONNECTED state, the network driver shall initiate an auto-reconnect sequence up to 5 times.",Released,ASIL-B,Passed,None,"The action part 'the network driver shall initiate an auto-reconnect sequence up to 5 times' complies with all INCOSE/ASPICE rules. It uses the required modal verb 'shall', contains no vague terms (e.g., 'up to 5 times' is specific and measurable), is verifiable through testing the number of reconnection attempts, and addresses a single distinct action without combining multiple requirements."
126,REQ-LLD-127,The [ATM Controller] application shall compute a 32-bit Cyclic Redundancy Check (CRC32) across all configuration text profiles on startup.,Released,ASIL-A,Passed,None,"The action part uses the required modal verb 'shall', avoids vague terms (CRC32 is a standardized algorithm, 'configuration text profiles' and 'on startup' are contextually defined), is verifiable through testing the CRC32 computation, and specifies a single distinct action without combining multiple requirements."
127,REQ-LLD-128,"If the computed configuration CRC32 value mismatches the stored master hash, the controller shall halt execution instantly.",Released,ASIL-B,Review,Rule 2,"The term 'instantly' is vague and subjective. It does not define a measurable time frame for halting execution, making verification impossible. The requirement should specify an objective criterion (e.g., 'within 1 millisecond' or 'before the next system cycle') to ensure testability and compliance."
128,REQ-LLD-129,The [CBS Bank Host] database engine shall index incoming ledger records using a balanced B-Tree schema structured on the account ID key.,Released,ASIL-B,Passed,None,"The action part uses 'shall', contains no vague terms (all technical terms like 'balanced B-Tree schema' and 'account ID key' are standard and measurable), is verifiable through database schema validation, and specifies a single distinct action without combining multiple requirements."
129,REQ-LLD-130,"When a B-Tree node split occurs during indexing, the database engine shall update adjacent node pointers within 15 milliseconds.",Released,ASIL-B,Passed,None,"The action part 'the database engine shall update adjacent node pointers within 15 milliseconds' complies with all INCOSE/ASPICE rules. It uses the required modal verb 'shall', avoids vague terms (specific measurable time frame of 15 milliseconds is used), is verifiable through timing measurements, and addresses a single distinct action (updating adjacent node pointers). The requirement is contextually aligned with the full requirement's trigger (B-Tree node split during indexing) and rationale (preventing indexing corruption via timely rebalancing)."
130,REQ-LLD-131,The [CBS Bank Host] internal hardware clock module shall sync its timestamp with a stratum 1 NTP server once every 60 minutes.,Released,ASIL-A,Passed,None,"The action part uses the required modal verb 'shall', contains no vague or subjective terms (e.g., 'stratum 1 NTP server' and 'once every 60 minutes' are specific and measurable), is verifiable through system logs or synchronization records, and does not combine multiple distinct requirements into a single statement."
131,REQ-LLD-132,"If the NTP server clock drift calculation exceeds 50 milliseconds, the host clock module shall adjust its system tick rate by 1% until synced.",Released,ASIL-A,Review,LLM Error,LLM analysis failed: No JSON block found in LLM response.
132,REQ-LLD-133,The [ATM Client Terminal] audio speaker amplifier circuit shall clip output voltage levels at 2.5V RMS to prevent driver blowouts.,Released,ASIL-A,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
133,REQ-LLD-134,"When the user interface advances to a new screen layout, the terminal shall invoke a short beep audio file lasting exactly 100 milliseconds.",Released,ASIL-A,Review,Rule 2,"The term 'short' in 'short beep audio file' is subjective and vague, violating Rule 2. While the exact duration of 100 milliseconds is measurable, the adjective 'short' introduces ambiguity as it is not quantitatively defined and depends on interpretation. The requirement should specify only the objective duration without subjective descriptors."
134,REQ-LLD-135,The [ATM Client Terminal] internal climate monitoring controller shall turn on the internal heating element if temperatures drop below 5°C.,Released,ASIL-A,Passed,None,"The action part uses the required modal verb 'shall', contains no vague or subjective terms (specific temperature threshold of 5°C is measurable), is verifiable through temperature monitoring and heater activation testing, and addresses a single distinct requirement (heater activation under specific conditions)."
135,REQ-LLD-136,"When internal terminal temperatures exceed 45°C, the climate controller shall activate the chassis exhaust fan array at maximum speed.",Released,ASIL-A,Review,Rule 2,"The term 'maximum speed' is vague and subjective as it lacks a quantifiable definition. Without specifying a measurable value (e.g., RPM, percentage of maximum capacity, or a defined system state), the requirement cannot be objectively verified or tested, violating the rule against vague terms."
136,REQ-LLD-137,The [ATM Controller] shall deploy an asymmetric RSA-4096 cryptographic key exchange loop whenever a new client terminal connects.,Released,ASIL-D,Passed,None,"The action part uses the required modal verb 'shall', contains no vague or subjective terms (specifically references RSA-4096 which is a measurable standard), is verifiable through testing the key exchange initiation upon client connection, and does not combine multiple distinct requirements."
137,REQ-LLD-138,"When an RSA-4096 key pair is generated, the controller shall write the public key string to a volatile RAM buffer block.",Released,ASIL-D,Passed,None,"The action part uses 'shall' as required. It contains no vague terms (e.g., 'volatile RAM buffer block' is technically precise). The requirement is verifiable by checking if the public key string is written to the specified buffer block after RSA-4096 key generation. It addresses a single distinct action without combining multiple requirements."
138,REQ-LLD-139,The [ATM Client Terminal] physical card mouth bezel LED light ring shall pulse at a frequency of 1Hz while waiting for a card.,Released,ASIL-A,Passed,None,"The action part uses 'shall' as required. It specifies a measurable frequency (1Hz) and a clear condition ('while waiting for a card'), which is verifiable through system state monitoring. No vague terms are present, and the requirement describes a single distinct action without combining multiple requirements."
139,REQ-LLD-140,"When a card is successfully swallowed by the card slot, the bezel LED light ring shall shift to a solid illuminated state.",Released,ASIL-A,Passed,None,"The action part 'the card slot, the bezel LED light ring shall shift to a solid illuminated state' complies with all rules. It uses 'shall' (Rule 1), avoids vague terms (Rule 2), is verifiable through observable LED behavior (Rule 3), and addresses a single requirement (Rule 4). The mention of 'the card slot' is contextual but does not introduce a separate action or requirement."
140,REQ-LLD-141,The [CBS Bank Host] security gateway shall store active blocklisted IP ranges in a localized high-speed Radix tree data structure.,Released,ASIL-D,Review,Rule 2,"The term 'high-speed' is subjective and lacks quantifiable criteria. The requirement does not specify measurable performance metrics (e.g., lookup time in milliseconds, data throughput in operations per second) to objectively verify compliance. This violates Rule 2, which prohibits vague or subjective terms."
141,REQ-LLD-142,"When a packet is parsed by the security gateway, its source IP shall be checked against the Radix tree structure within 2 milliseconds.",Released,ASIL-D,Passed,None,"The action part uses the required modal verb 'shall', avoids vague terms by specifying a measurable time constraint (2 milliseconds) and a concrete technical operation (checking against Radix tree structure), is verifiable through timing measurements, and addresses a single distinct requirement without combining multiple actions."
142,REQ-LLD-143,The [ATM Client Terminal] local vault door sensor shall read the continuity status of the physical vault frame loop wire every 10 milliseconds.,Released,ASIL-C,Passed,None,"The action part uses the required modal verb 'shall', contains no vague or subjective terms (all terms like 'continuity status', 'physical vault frame loop wire', and 'every 10 milliseconds' are specific and measurable), is verifiable through timing and functional checks, and addresses a single distinct requirement without combining multiple actions."
143,REQ-LLD-144,"If the continuity status of the vault loop wire breaks, the terminal shall latch its electronic security alarm pin to an active-high state.",Released,ASIL-C,Passed,None,"The action part 'the terminal shall latch its electronic security alarm pin to an active-high state' complies with all rules: it uses 'shall', avoids vague terms, is verifiable (e.g., by measuring the pin state), and specifies a single distinct action. The inclusion of the condition in the action part does not violate the rules, as the focus is on the action's wording, which meets all requirements."
144,REQ-LLD-145,The [ATM Controller] diagnostic subsystem shall execute an automated RAM test across unallocated memory blocks every 24 hours.,Released,ASIL-A,Passed,None,"The action part uses the modal verb 'shall', contains no vague terms (all technical terms like 'automated RAM test', 'unallocated memory blocks', and 'every 24 hours' are measurable and objective), is verifiable through system logs or test execution records, and specifies a single distinct action without combining multiple requirements."
145,REQ-LLD-146,"If the automated RAM test encounters a single bit-flip error, the controller shall dispatch a maintenance request ticket flag.",Released,ASIL-B,Passed,None,"The action part 'the controller shall dispatch a maintenance request ticket flag' uses the required modal verb 'shall', avoids vague terms (assuming 'maintenance request ticket flag' is a defined system-specific term), is verifiable (dispatching a ticket flag can be confirmed via system logs or ticketing system records), and specifies a single distinct action (dispatching the ticket flag). The context from the full requirement confirms the condition (bit-flip error) and the rationale aligns with the requirement's purpose."
146,REQ-LLD-147,The [ATM Client Terminal] alphanumeric thermal receipt printer font set shall be loaded from an integrated onboard EEPROM chip on boot.,Released,ASIL-A,Passed,None,"The action part uses the required modal verb 'shall', contains no vague or subjective terms, is verifiable through boot process inspection and EEPROM data source validation, and specifies a single distinct action without combining multiple requirements."
147,REQ-LLD-148,"When the terminal font set loads, the printer driver shall cross-reference character widths to ensure font scale conformity.",Released,ASIL-A,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
148,REQ-LLD-149,The [CBS Bank Host] transaction router shall use an internal round-robin balancing scheme to distribute database queries across server clusters.,Released,ASIL-B,Review,Rule 2,"The action part contains the term 'internal', which is vague and lacks a clear, objective definition within the requirement. Additionally, 'server clusters' may be ambiguous without explicit context or measurement criteria. Both terms introduce subjectivity, violating the rule against vague or subjective language."
149,REQ-LLD-150,"When a new database server cluster node enters an active state, the router shall include the node identifier in the round-robin loop within 1 second.",Released,ASIL-B,Passed,None,"The action part 'the router shall include the node identifier in the round-robin loop within 1 second' complies with all INCOSE/ASPICE rules. It uses 'shall', avoids vague terms (e.g., 'within 1 second' is measurable), is verifiable through timing measurements, and addresses a single distinct requirement without combining multiple actions."
150,REQ-LLD-151,The card reader hardware driver should read ISO cards super fast and work nicely with modern plastic bank card profiles.,InWork,ASIL-C,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
151,REQ-LLD-152,"When track data is parsed, the system should dump it somewhere in RAM and hope it does not get mixed up with other data lines.",InWork,ASIL-C,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
152,REQ-LLD-153,The terminal screen update must look super smooth and refresh so fast that the human eye cannot see any screen flickering at all.,InWork,ASIL-A,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
153,REQ-LLD-154,The LCD display driver should show cool graphics and use high-end rendering styles like a video game console.,InWork,ASIL-A,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
154,REQ-LLD-155,"When a customer clicks the screen, the system should pick up the touch coordinates instantly without being laggy.",InWork,ASIL-A,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
155,REQ-LLD-156,Touch targets inside the terminal interface should be big enough so that users with thick fingers don't tap the wrong button.,InWork,ASIL-A,Review,"Rule 1, Rule 2, Rule 3","The action part violates multiple rules: 1) It uses 'should' instead of the required modal verb 'shall'. 2) It contains the vague term 'big enough', which is subjective and not quantifiable. 3) The statement is not verifiable or measurable due to the lack of specific criteria (e.g., minimum touch target size in millimeters). The requirement relies on imprecise structural metrics tied to subjective human traits ('thick fingers') without defining objective, testable parameters."
156,REQ-LLD-157,The terminal keyboard hardware driver must clean up electrical bounce signals nicely so everything feels crisp to the touch.,InWork,ASIL-B,Review,"Rule 1, Rule 2, Rule 3","The action part violates Rule 1 by using 'must' instead of the required modal verb 'shall'. It violates Rule 2 due to the inclusion of vague and subjective terms 'nicely' and 'feels crisp to the touch', which are not quantifiable. It also violates Rule 3 because the subjective terms make the requirement unverifiable and non-measurable. The action part does not combine multiple distinct requirements (Rule 4 is satisfied)."
157,REQ-LLD-158,"When keys are pressed down, the system should not lock up or act weird if the user bashes multiple buttons at once.",InWork,ASIL-B,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
158,REQ-LLD-159,The internal log files on the middleware server should clean themselves up periodically so the drive does not get super full.,InWork,ASIL-A,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
159,REQ-LLD-160,"When log compression runs, the system should use a compression tool that works beautifully and never corrupts zip text files.",InWork,ASIL-A,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
160,REQ-LLD-161,"If space gets low on the middleware disk, the system should think about wiping out old logs that nobody care about anymore.",InWork,ASIL-A,Review,"Rule 1, Rule 2",The action part violates Rule 1 by using 'should' instead of the required modal verb 'shall'. It also violates Rule 2 due to the use of vague and subjective terms: 'think about wiping out' (anthropomorphic and non-verifiable) and 'nobody care about anymore' (subjective and unmeasurable). The statement is not verifiable (Rule 3) as it lacks measurable criteria for determining when old logs are no longer cared about or how 'thinking about wiping' translates to system behavior.
161,REQ-LLD-162,The middleware memory buffer must allocate an absolute ton of RAM so connection processing threads never feel starved.,InWork,ASIL-B,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
162,REQ-LLD-163,The garbage collection software should run in the background and clean up dead memory blocks loops like magic.,InWork,ASIL-B,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
163,REQ-LLD-164,"If a memory pointer leak happens, the app should fix itself automatically without bugging the main system developers.",InWork,ASIL-B,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
164,REQ-LLD-165,The local proximity radar must check for people hanging around the ATM machine and make sure they are not creepy.,InWork,ASIL-A,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
165,REQ-LLD-166,"When nobody is near the terminal booth, the monitor should turn down its lights to save cash on the electricity bill.",InWork,ASIL-A,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
166,REQ-LLD-167,"If someone walks up to the kiosk, the display screen should wake up instantly and look incredibly bright and inviting.",InWork,ASIL-A,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
167,REQ-LLD-168,The printer roll monitor should check if paper is left inside the slot and flash a warning if it looks empty.,InWork,ASIL-A,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
168,REQ-LLD-169,"If the receipt paper is jammed up, the interface should stop offering printouts and guide the customer nicely.",InWork,ASIL-A,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
169,REQ-LLD-170,The receipt print head must not get super hot or burn the paper if it prints out a really long receipt frame.,InWork,ASIL-A,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
170,REQ-LLD-171,"When the paper is printed, the scissor blade motor should chop the slip off quickly without making too much noise.",InWork,ASIL-A,Review,LLM Error,LLM analysis failed: No JSON block found in LLM response.
171,REQ-LLD-172,The controller network stack must send keep-alive pings down the wire and ensure the line is fast and crisp.,InWork,ASIL-B,Review,"Rule 1, Rule 2, Rule 3, Rule 4","The action part violates Rule 1 by using 'must' instead of 'shall'. It violates Rule 2 and Rule 3 due to the vague and subjective terms 'fast and crisp', which are not measurable or verifiable. It also violates Rule 4 by combining two distinct requirements: sending keep-alive pings and ensuring line quality."
172,REQ-LLD-173,"If connection pings drop out, the driver should keep hammering the socket port forever until things come back alive.",InWork,ASIL-B,Review,"Rule 1, Rule 2, Rule 3",The action part violates Rule 1 by using 'should' instead of 'shall'. It violates Rule 2 due to vague terms like 'hammering the socket port' (undefined action) and 'things come back alive' (subjective condition). It violates Rule 3 as the statement is not measurable (no criteria for 'hammering' frequency or 'alive' state) or verifiable (no testable exit condition). Rule 4 is not violated as the action describes a single requirement.
173,REQ-LLD-174,The controller startup process should check its setup text files and make sure management didn't put bad configurations inside.,InWork,ASIL-A,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
174,REQ-LLD-175,"If configuration profiles look weird on startup, the application should crash gracefully and display a cool error screen.",InWork,ASIL-B,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
175,REQ-LLD-176,The core backend database must structure its indices beautifully using modern trees so lookup scripts run instantly.,InWork,ASIL-B,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
176,REQ-LLD-177,"When database indices rebalance themselves, the server mainframe should not choke up or drop ongoing transactions.",InWork,ASIL-B,Review,"Rule 1, Rule 2, Rule 3, Rule 4",The action part violates multiple rules: 1) Uses 'should' instead of mandatory 'shall'. 2) Contains vague slang 'choke up' which is unprofessional and subjective. 3) 'Choke up' is not measurable or verifiable. 4) Combines two distinct requirements (preventing choking and preventing transaction drops) into a single statement.
177,REQ-LLD-178,The bank system master clock needs to talk to standard server clocks online so timestamps don't get out of sync.,InWork,ASIL-A,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
178,REQ-LLD-179,"If the internal host clock drifts away, it should recalibrate itself quietly without causing any data anomalies.",InWork,ASIL-A,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
179,REQ-LLD-180,The terminal audio speaker system must sound clear and loud enough so old people can hear the confirmation beeps easily.,InWork,ASIL-A,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
180,REQ-LLD-181,"When a user hits a button, a cute confirmation chime should play through the speakers without sounding distorted.",InWork,ASIL-A,Review,Rule 1 and Rule 2,"The action part uses 'should' instead of the required modal verb 'shall', violating Rule 1. It also contains subjective terms 'cute confirmation chime' and 'without sounding distorted', which are not measurable or verifiable, violating Rule 2."
181,REQ-LLD-182,The internal air conditioner switch should turn on fans when the cabinet gets super hot inside so circuits do not melt.,InWork,ASIL-A,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
182,REQ-LLD-183,"If the kiosk temperature goes below freezing, a heater should kick in fast to keep the computer boards warm and happy.",InWork,ASIL-A,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
183,REQ-LLD-184,The controller application should deploy heavy cryptographic math when building connection sockets so hackers get confused.,InWork,ASIL-D,Review,"Rule 1, Rule 2","The action part violates Rule 1 by using 'should' instead of the required modal verb 'shall'. It also violates Rule 2 due to vague/subjective terms: 'heavy cryptographic math' (undefined quantitative criteria) and 'so hackers get confused' (subjective, unmeasurable emotional target). The statement is not verifiable (Rule 3) because 'heavy' and 'confused' lack measurable definitions. While the requirement combines a technical action with a security intent, the primary violations stem from modal verb usage and vagueness."
184,REQ-LLD-185,"When cryptographic public keys are built by the middleware layer, they should be stored safely in a super secure spot.",InWork,ASIL-D,Review,"Rule 1, Rule 2, Rule 3",The action part uses 'should' instead of the required modal verb 'shall' (Rule 1). It contains vague and subjective terms 'safely' and 'super secure spot' (Rule 2). The statement is not verifiable or measurable due to the lack of specific criteria for 'safely' and 'super secure spot' (Rule 3).
185,REQ-LLD-186,The LED ring around the card reader mouth should blink happily to attract customers walking down the street.,InWork,ASIL-A,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
186,REQ-LLD-187,"When a payment card gets stuck in the reader, the LED slot light must flash red like crazy to show something went wrong.",InWork,ASIL-A,Review,LLM Error,LLM analysis failed: LLM response is empty or not a string.
