ID,EARS Requirement,ASIL,Fault ID,Detection Time,Reaction Time,Debounce,Recovery,Safe State,DTC,Verification
SYS_REQ_0076,"IF LaneCurvature CRC is invalid, THEN THE SYSTEM SHALL: - detect F_CRC_LaneCurvature within [10 ms] - react within [10 ms] - set DTC_112_CRV_CRC - transition to safe state.",ASIL B,F_CRC_LANECURVATURE,10 ms,10 ms,3 cycles,valid for 500 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_112_CRV_CRC,HIL_FaultInjection
SYS_REQ_0077,"WHILE F_TO_LANECURVATURE is active AND LaneCurvature is valid for [500 ms], THE SYSTEM SHALL clear the fault F_TO_LANECURVATURE and extinguish DTC_112_CRV_TO within [20 ms].",ASIL B,N/A,N/A,20 ms,500 ms,N/A,Resume operation,DTC_112_CRV_TO,HIL_RecoveryTest
SYS_REQ_0078,"WHILE LateralOffset is within [-2.5 m, 2.5 m], THE SYSTEM SHALL process the LateralOffset value within [150 ms].",ASIL B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HIL_SignalTest
SYS_REQ_0079,"IF LateralOffset > 2.5 m, THEN THE SYSTEM SHALL: - detect F_OOR_HI_LateralOffset within [10 ms] - react within [10 ms] - set DTC_113_LAT_OOR_HI - transition to safe state.",ASIL B,F_OOR_HI_LATERALOFFSET,10 ms,10 ms,3 cycles,valid for 500 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_113_LAT_OOR_HI,HIL_FaultInjection
SYS_REQ_0080,"IF LateralOffset < -2.5 m, THEN THE SYSTEM SHALL: - detect F_OOR_LO_LateralOffset within [10 ms] - react within [10 ms] - set DTC_113_LAT_OOR_LO - transition to safe state.",ASIL B,F_OOR_LO_LATERALOFFSET,10 ms,10 ms,3 cycles,valid for 500 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_113_LAT_OOR_LO,HIL_FaultInjection
SYS_REQ_0081,"IF LateralOffset is not received within [150 ms], THEN THE SYSTEM SHALL: - detect F_TO_LateralOffset within [10 ms] - react within [10 ms] - set DTC_113_LAT_TO - transition to safe state.",ASIL B,F_TO_LATERALOFFSET,10 ms,10 ms,3 cycles,valid for 500 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_113_LAT_TO,HIL_FaultInjection
SYS_REQ_0082,"IF LateralOffset AliveCounter is unchanged for [3 consecutive cycles], THEN THE SYSTEM SHALL: - detect F_ALC_LateralOffset within [10 ms] - react within [10 ms] - set DTC_113_LAT_ALC - transition to safe state.",ASIL B,F_ALC_LATERALOFFSET,10 ms,10 ms,3 cycles,valid for 500 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_113_LAT_ALC,HIL_FaultInjection
SYS_REQ_0083,"IF LateralOffset CRC is invalid, THEN THE SYSTEM SHALL: - detect F_CRC_LateralOffset within [10 ms] - react within [10 ms] - set DTC_113_LAT_CRC - transition to safe state.",ASIL B,F_CRC_LATERALOFFSET,10 ms,10 ms,3 cycles,valid for 500 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_113_LAT_CRC,HIL_FaultInjection
SYS_REQ_0084,"WHILE F_TO_LATERALOFFSET is active AND LateralOffset is valid for [500 ms], THE SYSTEM SHALL clear the fault F_TO_LATERALOFFSET and extinguish DTC_113_LAT_TO within [20 ms].",ASIL B,N/A,N/A,20 ms,500 ms,N/A,Resume operation,DTC_113_LAT_TO,HIL_RecoveryTest
SYS_REQ_0085,"WHILE TLC is within [0 s, 10 s], THE SYSTEM SHALL process the TLC value within [150 ms].",ASIL B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HIL_SignalTest
SYS_REQ_0086,"IF TLC > 10 s, THEN THE SYSTEM SHALL: - detect F_OOR_HI_TLC within [10 ms] - react within [10 ms] - set DTC_114_TLC_OOR_HI - transition to safe state.",ASIL B,F_OOR_HI_TLC,10 ms,10 ms,3 cycles,valid for 500 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_114_TLC_OOR_HI,HIL_FaultInjection
SYS_REQ_0087,"IF TLC < 0 s, THEN THE SYSTEM SHALL: - detect F_OOR_LO_TLC within [10 ms] - react within [10 ms] - set DTC_114_TLC_OOR_LO - transition to safe state.",ASIL B,F_OOR_LO_TLC,10 ms,10 ms,3 cycles,valid for 500 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_114_TLC_OOR_LO,HIL_FaultInjection
SYS_REQ_0088,"IF TLC is not received within [150 ms], THEN THE SYSTEM SHALL: - detect F_TO_TLC within [10 ms] - react within [10 ms] - set DTC_114_TLC_TO - transition to safe state.",ASIL B,F_TO_TLC,10 ms,10 ms,3 cycles,valid for 500 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_114_TLC_TO,HIL_FaultInjection
SYS_REQ_0089,"IF TLC AliveCounter is unchanged for [3 consecutive cycles], THEN THE SYSTEM SHALL: - detect F_ALC_TLC within [10 ms] - react within [10 ms] - set DTC_114_TLC_ALC - transition to safe state.",ASIL B,F_ALC_TLC,10 ms,10 ms,3 cycles,valid for 500 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_114_TLC_ALC,HIL_FaultInjection
SYS_REQ_0090,"IF TLC CRC is invalid, THEN THE SYSTEM SHALL: - detect F_CRC_TLC within [10 ms] - react within [10 ms] - set DTC_114_TLC_CRC - transition to safe state.",ASIL B,F_CRC_TLC,10 ms,10 ms,3 cycles,valid for 500 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_114_TLC_CRC,HIL_FaultInjection
SYS_REQ_0091,"WHILE F_TO_TLC is active AND TLC is valid for [500 ms], THE SYSTEM SHALL clear the fault F_TO_TLC and extinguish DTC_114_TLC_TO within [20 ms].",ASIL B,N/A,N/A,20 ms,500 ms,N/A,Resume operation,DTC_114_TLC_TO,HIL_RecoveryTest
SYS_REQ_0092,"WHILE LKA_Status is within [0 enum, 5 enum], THE SYSTEM SHALL process the LKA_Status value within [250 ms].",ASIL B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HIL_SignalTest
SYS_REQ_0093,"IF LKA_Status > 5 enum, THEN THE SYSTEM SHALL: - detect F_OOR_HI_LKA_Status within [10 ms] - react within [10 ms] - set DTC_115_STS_OOR_HI - transition to safe state.",ASIL B,F_OOR_HI_LKA_STATUS,10 ms,10 ms,3 cycles,valid for 500 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_115_STS_OOR_HI,HIL_FaultInjection
SYS_REQ_0094,"IF LKA_Status < 0 enum, THEN THE SYSTEM SHALL: - detect F_OOR_LO_LKA_Status within [10 ms] - react within [10 ms] - set DTC_115_STS_OOR_LO - transition to safe state.",ASIL B,F_OOR_LO_LKA_STATUS,10 ms,10 ms,3 cycles,valid for 500 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_115_STS_OOR_LO,HIL_FaultInjection
SYS_REQ_0095,"IF LKA_Status is not received within [250 ms], THEN THE SYSTEM SHALL: - detect F_TO_LKA_Status within [10 ms] - react within [10 ms] - set DTC_115_STS_TO - transition to safe state.",ASIL B,F_TO_LKA_STATUS,10 ms,10 ms,3 cycles,valid for 500 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_115_STS_TO,HIL_FaultInjection
SYS_REQ_0096,"IF LKA_Status AliveCounter is unchanged for [3 consecutive cycles], THEN THE SYSTEM SHALL: - detect F_ALC_LKA_Status within [10 ms] - react within [10 ms] - set DTC_115_STS_ALC - transition to safe state.",ASIL B,F_ALC_LKA_STATUS,10 ms,10 ms,3 cycles,valid for 500 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_115_STS_ALC,HIL_FaultInjection
SYS_REQ_0097,"IF LKA_Status CRC is invalid, THEN THE SYSTEM SHALL: - detect F_CRC_LKA_Status within [10 ms] - react within [10 ms] - set DTC_115_STS_CRC - transition to safe state.",ASIL B,F_CRC_LKA_STATUS,10 ms,10 ms,3 cycles,valid for 500 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_115_STS_CRC,HIL_FaultInjection
SYS_REQ_0098,"WHILE F_TO_LKA_STATUS is active AND LKA_Status is valid for [500 ms], THE SYSTEM SHALL clear the fault F_TO_LKA_STATUS and extinguish DTC_115_STS_TO within [20 ms].",ASIL B,N/A,N/A,20 ms,500 ms,N/A,Resume operation,DTC_115_STS_TO,HIL_RecoveryTest
SYS_REQ_0099,"WHILE LKA_Warning is within [0 enum, 3 enum], THE SYSTEM SHALL process the LKA_Warning value within [250 ms].",ASIL B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HIL_SignalTest
SYS_REQ_0100,"IF LKA_Warning > 3 enum, THEN THE SYSTEM SHALL: - detect F_OOR_HI_LKA_Warning within [10 ms] - react within [10 ms] - set DTC_116_WRN_OOR_HI - transition to safe state.",ASIL B,F_OOR_HI_LKA_WARNING,10 ms,10 ms,3 cycles,valid for 500 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_116_WRN_OOR_HI,HIL_FaultInjection
SYS_REQ_0101,"IF LKA_Warning < 0 enum, THEN THE SYSTEM SHALL: - detect F_OOR_LO_LKA_Warning within [10 ms] - react within [10 ms] - set DTC_116_WRN_OOR_LO - transition to safe state.",ASIL B,F_OOR_LO_LKA_WARNING,10 ms,10 ms,3 cycles,valid for 500 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_116_WRN_OOR_LO,HIL_FaultInjection
SYS_REQ_0102,"IF LKA_Warning is not received within [250 ms], THEN THE SYSTEM SHALL: - detect F_TO_LKA_Warning within [10 ms] - react within [10 ms] - set DTC_116_WRN_TO - transition to safe state.",ASIL B,F_TO_LKA_WARNING,10 ms,10 ms,3 cycles,valid for 500 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_116_WRN_TO,HIL_FaultInjection
SYS_REQ_0103,"IF LKA_Warning AliveCounter is unchanged for [3 consecutive cycles], THEN THE SYSTEM SHALL: - detect F_ALC_LKA_Warning within [10 ms] - react within [10 ms] - set DTC_116_WRN_ALC - transition to safe state.",ASIL B,F_ALC_LKA_WARNING,10 ms,10 ms,3 cycles,valid for 500 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_116_WRN_ALC,HIL_FaultInjection
SYS_REQ_0104,"IF LKA_Warning CRC is invalid, THEN THE SYSTEM SHALL: - detect F_CRC_LKA_Warning within [10 ms] - react within [10 ms] - set DTC_116_WRN_CRC - transition to safe state.",ASIL B,F_CRC_LKA_WARNING,10 ms,10 ms,3 cycles,valid for 500 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_116_WRN_CRC,HIL_FaultInjection
SYS_REQ_0105,"WHILE F_TO_LKA_WARNING is active AND LKA_Warning is valid for [500 ms], THE SYSTEM SHALL clear the fault F_TO_LKA_WARNING and extinguish DTC_116_WRN_TO within [20 ms].",ASIL B,N/A,N/A,20 ms,500 ms,N/A,Resume operation,DTC_116_WRN_TO,HIL_RecoveryTest
SYS_REQ_0106,"WHEN LaneConf is > 80 %, THE SYSTEM SHALL calculate LaneCurvature within 16 ms.",ASIL B,N/A,N/A,within 16 ms,N/A,N/A,N/A,N/A,SIL_LogicTest
SYS_REQ_0107,"WHEN LaneConf is < 50 %, THE SYSTEM SHALL set LKA_Status = UNAVAILABLE within 20 ms.",ASIL B,N/A,N/A,within 20 ms,N/A,N/A,N/A,N/A,SIL_LogicTest
SYS_REQ_0108,"WHEN LateralOffset is > 1.5 m, THE SYSTEM SHALL trigger LKA_Warning = 1 (Left) within 10 ms.",ASIL B,N/A,N/A,within 10 ms,N/A,N/A,N/A,N/A,SIL_LogicTest
SYS_REQ_0109,"WHEN LateralOffset is < -1.5 m, THE SYSTEM SHALL trigger LKA_Warning = 2 (Right) within 10 ms.",ASIL B,N/A,N/A,within 10 ms,N/A,N/A,N/A,N/A,SIL_LogicTest
SYS_REQ_0110,"WHEN TLC is < 1.5 s, THE SYSTEM SHALL calculate corrective LKATorqueReq within 10 ms.",ASIL B,N/A,N/A,within 10 ms,N/A,N/A,N/A,N/A,SIL_LogicTest
SYS_REQ_0111,"WHEN LaneCurvature is > 0.02 1/m, THE SYSTEM SHALL limit max LKATorqueReq to 2.0 Nm within 10 ms.",ASIL B,N/A,N/A,within 10 ms,N/A,N/A,N/A,N/A,SIL_LogicTest
SYS_REQ_0112,"WHEN Camera Frame is received over Ethernet, THE SYSTEM SHALL decode the payload within [5 ms].",ASIL B,N/A,N/A,5 ms,N/A,N/A,N/A,N/A,SIL_PerfTest
SYS_REQ_0113,"IF Camera Frame drops below 60 FPS (delay > 16.67 ms), THEN THE SYSTEM SHALL: - detect F_CAM_FPS within [20 ms] - react within [10 ms] - set DTC_CAM_FPS - transition to safe state.",ASIL B,F_CAM_FPS,20 ms,10 ms,2 cycles,valid for 500 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_CAM_FPS,HIL_FaultInjection
SYS_REQ_0114,"WHILE Camera Ethernet link is active, THE SYSTEM SHALL process object detection deadlines within [16 ms].",ASIL B,N/A,N/A,16 ms,N/A,N/A,N/A,N/A,SIL_PerfTest
SYS_REQ_0115,"WHILE LKA is ACTIVE, THE SYSTEM SHALL output LKATorqueReq within limits [-3.0 Nm, 3.0 Nm].",ASIL D,N/A,N/A,10 ms,N/A,N/A,N/A,N/A,HIL_ControlTest
SYS_REQ_0116,"IF requested LKATorqueReq > 3.0 Nm, THEN THE SYSTEM SHALL saturate the output LKATorqueReq to 3.0 Nm within [10 ms].",ASIL D,N/A,N/A,10 ms,N/A,N/A,N/A,N/A,SIL_LimitTest
SYS_REQ_0117,"WHILE LKA is ACTIVE, THE SYSTEM SHALL limit the rate of change of LKATorqueReq to [5.0 Nm/s].",ASIL D,N/A,N/A,10 ms,N/A,N/A,N/A,N/A,SIL_ControlRateTest
SYS_REQ_0118,"IF d(LKATorqueReq)/dt > 5.0 Nm/s, THEN THE SYSTEM SHALL: - detect F_TRQ_RATE within [10 ms] - react within [10 ms] - set DTC_TRQ_RATE - transition to safe state.",ASIL D,F_TRQ_RATE,10 ms,10 ms,1 cycle,valid for 1000 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_TRQ_RATE,HIL_FaultInjection
SYS_REQ_0119,"WHEN DriverTorque > 2.0 Nm, THE SYSTEM SHALL reduce LKATorqueReq by [50 %] within [10 ms].",ASIL D,N/A,N/A,10 ms,N/A,N/A,N/A,N/A,HIL_OverrideTest
SYS_REQ_0120,"WHEN DriverTorque > 3.0 Nm, THE SYSTEM SHALL transition LKA_Status to OVERRIDE within [10 ms].",ASIL D,N/A,N/A,10 ms,N/A,N/A,N/A,N/A,HIL_OverrideTest
SYS_REQ_0121,"WHERE DriverTorque opposes LKATorqueReq, THE SYSTEM SHALL NOT increase LKATorqueReq magnitude.",ASIL D,N/A,N/A,10 ms,N/A,N/A,N/A,N/A,SIL_LogicTest
SYS_REQ_0122,"WHEN LKA_Status == OFF AND VehSpd > 60 kph, THE SYSTEM SHALL transition LKA_Status to STANDBY within [20 ms].",ASIL B,N/A,N/A,20 ms,N/A,N/A,N/A,N/A,SIL_StateTest
SYS_REQ_0123,"WHEN LKA_Status == STANDBY AND LaneConf > 80 % AND TurnSignal == 0, THE SYSTEM SHALL transition LKA_Status to ACTIVE within [20 ms].",ASIL B,N/A,N/A,20 ms,N/A,N/A,N/A,N/A,SIL_StateTest
SYS_REQ_0124,"WHEN LKA_Status == ACTIVE AND LaneConf < 50 %, THE SYSTEM SHALL transition LKA_Status to STANDBY within [20 ms].",ASIL B,N/A,N/A,20 ms,N/A,N/A,N/A,N/A,SIL_StateTest
SYS_REQ_0125,"WHEN LKA_Status == ACTIVE AND TurnSignal > 0, THE SYSTEM SHALL transition LKA_Status to STANDBY within [20 ms].",ASIL B,N/A,N/A,20 ms,N/A,N/A,N/A,N/A,SIL_StateTest
SYS_REQ_0126,"WHEN LKA_Status == ACTIVE AND DriverTorque > 3.0 Nm, THE SYSTEM SHALL transition LKA_Status to OVERRIDE within [20 ms].",ASIL B,N/A,N/A,20 ms,N/A,N/A,N/A,N/A,SIL_StateTest
SYS_REQ_0127,"WHEN LKA_Status == OVERRIDE AND DriverTorque < 1.0 Nm AND LaneConf > 80 %, THE SYSTEM SHALL transition LKA_Status to ACTIVE within [20 ms].",ASIL B,N/A,N/A,20 ms,N/A,N/A,N/A,N/A,SIL_StateTest
SYS_REQ_0128,"WHEN LKA_Status == ACTIVE AND BrakeStatus == 1, THE SYSTEM SHALL transition LKA_Status to STANDBY within [20 ms].",ASIL B,N/A,N/A,20 ms,N/A,N/A,N/A,N/A,SIL_StateTest
SYS_REQ_0129,"WHEN LKA_Status == STANDBY AND VehSpd < 55 kph, THE SYSTEM SHALL transition LKA_Status to OFF within [20 ms].",ASIL B,N/A,N/A,20 ms,N/A,N/A,N/A,N/A,SIL_StateTest
SYS_REQ_0130,"WHEN LKA_Status == ACTIVE AND VehSpd > 150 kph, THE SYSTEM SHALL transition LKA_Status to STANDBY within [20 ms].",ASIL B,N/A,N/A,20 ms,N/A,N/A,N/A,N/A,SIL_StateTest
SYS_REQ_0131,"IF Any Fault ID is active, THEN THE SYSTEM SHALL transition LKA_Status to FAULT within [10 ms].",ASIL B,N/A,N/A,10 ms,N/A,N/A,N/A,N/A,HIL_FaultHandling
SYS_REQ_0132,"WHILE LKA_Status == FAULT, THE SYSTEM SHALL NOT transition to STANDBY or ACTIVE until all faults are cleared.",ASIL B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SIL_StateTest
SYS_REQ_0133,"WHILE LKA_Status == OVERRIDE, THE SYSTEM SHALL output LKATorqueReq = 0 Nm.",ASIL D,N/A,N/A,10 ms,N/A,N/A,N/A,N/A,SIL_StateTest
SYS_REQ_0134,"WHILE LKA_Status == STANDBY, THE SYSTEM SHALL output LKATorqueReq = 0 Nm.",ASIL D,N/A,N/A,10 ms,N/A,N/A,N/A,N/A,SIL_StateTest
SYS_REQ_0135,"WHEN LKA_Status transitions to OFF, THE SYSTEM SHALL send LKA_Warning = 0 (Off) within [100 ms].",ASIL B,N/A,N/A,100 ms,N/A,N/A,N/A,N/A,SIL_StateTest
SYS_REQ_0136,"WHILE system is powered ON, THE SYSTEM SHALL execute the control loop every [10 ms] +/- 1 ms.",ASIL D,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HIL_TimingTest
SYS_REQ_0137,"WHILE system is powered ON, THE SYSTEM SHALL achieve an end-to-end latency (Camera input to LKATorqueReq output) of [<= 50 ms].",ASIL D,N/A,N/A,50 ms,N/A,N/A,N/A,N/A,HIL_LatencyTest
SYS_REQ_0138,"WHILE system is powered ON, THE SYSTEM SHALL execute the vehicle signal processing task every [20 ms] +/- 2 ms.",ASIL B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SIL_TaskTiming
SYS_REQ_0139,"IF Control Loop execution time > 8 ms, THEN THE SYSTEM SHALL: - detect F_CPU_OVERLOAD within [10 ms] - react within [10 ms] - set DTC_CPU_OVERLOAD - transition to safe state.",ASIL D,F_CPU_OVERLOAD,10 ms,10 ms,3 cycles,valid for 1000 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_CPU_OVERLOAD,SIL_PerformanceTest
SYS_REQ_0140,"WHILE transmitting on CAN FD, THE SYSTEM SHALL utilize a maximum bus load of [40 %] over a 1 second window.",QM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HIL_BusLoadTest
SYS_REQ_0141,"WHEN ADAS ECU receives wake-up signal, THE SYSTEM SHALL complete initialization and enter STANDBY state within [500 ms].",ASIL B,N/A,N/A,500 ms,N/A,N/A,N/A,N/A,HIL_StartupTest
SYS_REQ_0142,"WHILE HeadingAngle is calculated, THE SYSTEM SHALL ensure HeadingAngle is within [-45 deg, 45 deg].",ASIL B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SIL_MathTest
SYS_REQ_0143,"IF calculated HeadingAngle > 45 deg, THEN THE SYSTEM SHALL: - detect F_CALC_HI_HEADINGANGLE within [10 ms] - react within [10 ms] - set DTC_CALC_HI - transition to safe state.",ASIL B,F_CALC_HI_HEADINGANGLE,10 ms,10 ms,1 cycle,valid for 100 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_CALC_HI,SIL_FaultTest
SYS_REQ_0144,"IF calculated HeadingAngle < -45 deg, THEN THE SYSTEM SHALL: - detect F_CALC_LO_HEADINGANGLE within [10 ms] - react within [10 ms] - set DTC_CALC_LO - transition to safe state.",ASIL B,F_CALC_LO_HEADINGANGLE,10 ms,10 ms,1 cycle,valid for 100 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_CALC_LO,SIL_FaultTest
SYS_REQ_0145,"WHILE F_CALC_HI_HEADINGANGLE is active AND HeadingAngle <= 45 deg for [500 ms], THE SYSTEM SHALL clear the fault.",ASIL B,N/A,N/A,N/A,500 ms,N/A,Resume,N/A,SIL_RecoveryTest
SYS_REQ_0146,"WHILE F_CALC_LO_HEADINGANGLE is active AND HeadingAngle >= -45 deg for [500 ms], THE SYSTEM SHALL clear the fault.",ASIL B,N/A,N/A,N/A,500 ms,N/A,Resume,N/A,SIL_RecoveryTest
SYS_REQ_0147,"WHILE LaneWidth is calculated, THE SYSTEM SHALL ensure LaneWidth is within [2.5 m, 4.5 m].",ASIL B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SIL_MathTest
SYS_REQ_0148,"IF calculated LaneWidth > 4.5 m, THEN THE SYSTEM SHALL: - detect F_CALC_HI_LANEWIDTH within [10 ms] - react within [10 ms] - set DTC_CALC_HI - transition to safe state.",ASIL B,F_CALC_HI_LANEWIDTH,10 ms,10 ms,1 cycle,valid for 100 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_CALC_HI,SIL_FaultTest
SYS_REQ_0149,"IF calculated LaneWidth < 2.5 m, THEN THE SYSTEM SHALL: - detect F_CALC_LO_LANEWIDTH within [10 ms] - react within [10 ms] - set DTC_CALC_LO - transition to safe state.",ASIL B,F_CALC_LO_LANEWIDTH,10 ms,10 ms,1 cycle,valid for 100 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_CALC_LO,SIL_FaultTest
SYS_REQ_0150,"WHILE F_CALC_HI_LANEWIDTH is active AND LaneWidth <= 4.5 m for [500 ms], THE SYSTEM SHALL clear the fault.",ASIL B,N/A,N/A,N/A,500 ms,N/A,Resume,N/A,SIL_RecoveryTest
SYS_REQ_0151,"WHILE F_CALC_LO_LANEWIDTH is active AND LaneWidth >= 2.5 m for [500 ms], THE SYSTEM SHALL clear the fault.",ASIL B,N/A,N/A,N/A,500 ms,N/A,Resume,N/A,SIL_RecoveryTest
SYS_REQ_0152,"WHILE YawRateDeriv is calculated, THE SYSTEM SHALL ensure YawRateDeriv is within [-50 deg/s^2, 50 deg/s^2].",ASIL B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SIL_MathTest
SYS_REQ_0153,"IF calculated YawRateDeriv > 50 deg/s^2, THEN THE SYSTEM SHALL: - detect F_CALC_HI_YAWRATEDERIV within [10 ms] - react within [10 ms] - set DTC_CALC_HI - transition to safe state.",ASIL B,F_CALC_HI_YAWRATEDERIV,10 ms,10 ms,1 cycle,valid for 100 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_CALC_HI,SIL_FaultTest
SYS_REQ_0154,"IF calculated YawRateDeriv < -50 deg/s^2, THEN THE SYSTEM SHALL: - detect F_CALC_LO_YAWRATEDERIV within [10 ms] - react within [10 ms] - set DTC_CALC_LO - transition to safe state.",ASIL B,F_CALC_LO_YAWRATEDERIV,10 ms,10 ms,1 cycle,valid for 100 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_CALC_LO,SIL_FaultTest
SYS_REQ_0155,"WHILE F_CALC_HI_YAWRATEDERIV is active AND YawRateDeriv <= 50 deg/s^2 for [500 ms], THE SYSTEM SHALL clear the fault.",ASIL B,N/A,N/A,N/A,500 ms,N/A,Resume,N/A,SIL_RecoveryTest
SYS_REQ_0156,"WHILE F_CALC_LO_YAWRATEDERIV is active AND YawRateDeriv >= -50 deg/s^2 for [500 ms], THE SYSTEM SHALL clear the fault.",ASIL B,N/A,N/A,N/A,500 ms,N/A,Resume,N/A,SIL_RecoveryTest
SYS_REQ_0157,"WHILE VehSpdDeriv is calculated, THE SYSTEM SHALL ensure VehSpdDeriv is within [-10 m/s^2, 10 m/s^2].",ASIL B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SIL_MathTest
SYS_REQ_0158,"IF calculated VehSpdDeriv > 10 m/s^2, THEN THE SYSTEM SHALL: - detect F_CALC_HI_VEHSPDDERIV within [10 ms] - react within [10 ms] - set DTC_CALC_HI - transition to safe state.",ASIL B,F_CALC_HI_VEHSPDDERIV,10 ms,10 ms,1 cycle,valid for 100 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_CALC_HI,SIL_FaultTest
SYS_REQ_0159,"IF calculated VehSpdDeriv < -10 m/s^2, THEN THE SYSTEM SHALL: - detect F_CALC_LO_VEHSPDDERIV within [10 ms] - react within [10 ms] - set DTC_CALC_LO - transition to safe state.",ASIL B,F_CALC_LO_VEHSPDDERIV,10 ms,10 ms,1 cycle,valid for 100 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_CALC_LO,SIL_FaultTest
SYS_REQ_0160,"WHILE F_CALC_HI_VEHSPDDERIV is active AND VehSpdDeriv <= 10 m/s^2 for [500 ms], THE SYSTEM SHALL clear the fault.",ASIL B,N/A,N/A,N/A,500 ms,N/A,Resume,N/A,SIL_RecoveryTest
SYS_REQ_0161,"WHILE F_CALC_LO_VEHSPDDERIV is active AND VehSpdDeriv >= -10 m/s^2 for [500 ms], THE SYSTEM SHALL clear the fault.",ASIL B,N/A,N/A,N/A,500 ms,N/A,Resume,N/A,SIL_RecoveryTest
SYS_REQ_0162,"WHILE TargetCurvature is calculated, THE SYSTEM SHALL ensure TargetCurvature is within [-0.05 1/m, 0.05 1/m].",ASIL B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SIL_MathTest
SYS_REQ_0163,"IF calculated TargetCurvature > 0.05 1/m, THEN THE SYSTEM SHALL: - detect F_CALC_HI_TARGETCURVATURE within [10 ms] - react within [10 ms] - set DTC_CALC_HI - transition to safe state.",ASIL B,F_CALC_HI_TARGETCURVATURE,10 ms,10 ms,1 cycle,valid for 100 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_CALC_HI,SIL_FaultTest
SYS_REQ_0164,"IF calculated TargetCurvature < -0.05 1/m, THEN THE SYSTEM SHALL: - detect F_CALC_LO_TARGETCURVATURE within [10 ms] - react within [10 ms] - set DTC_CALC_LO - transition to safe state.",ASIL B,F_CALC_LO_TARGETCURVATURE,10 ms,10 ms,1 cycle,valid for 100 ms,"Torque = 0 Nm, LKA OFF, Warning ON",DTC_CALC_LO,SIL_FaultTest
SYS_REQ_0165,"WHILE F_CALC_HI_TARGETCURVATURE is active AND TargetCurvature <= 0.05 1/m for [500 ms], THE SYSTEM SHALL clear the fault.",ASIL B,N/A,N/A,N/A,500 ms,N/A,Resume,N/A,SIL_RecoveryTest
SYS_REQ_0166,"WHILE F_CALC_LO_TARGETCURVATURE is active AND TargetCurvature >= -0.05 1/m for [500 ms], THE SYSTEM SHALL clear the fault.",ASIL B,N/A,N/A,N/A,500 ms,N/A,Resume,N/A,SIL_RecoveryTest
SYS_REQ_0167,"WHILE CurvatureRate is calculated, THE SYSTEM SHALL ensure CurvatureRate is within [-0.01 1/m.s, 0.01 1/m.s].",ASIL B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SIL_MathTest
